Name,Latitude,Longitude,Latitude_DMS,Longitude_DMS,Type
Platform Margin Reef,24.90992 N,80.55635 W,"24° 54' 35.71"" N","80° 33' 22.86"" W",Reef
Platform Margin Reef,24.91572 N,80.53389 W,"24° 54' 56.59"" N","80° 32' 2.0"" W",Reef
Platform Margin Reef,24.91828 N,80.53571 W,"24° 55' 5.81"" N","80° 32' 8.56"" W",Reef
Platform Margin Reef,24.91917 N,80.51709 W,"24° 55' 9.01"" N","80° 31' 1.52"" W",Reef
Platform Margin Reef,24.92025 N,80.53924 W,"24° 55' 12.9"" N","80° 32' 21.26"" W",Reef
Platform Margin Reef,24.92822 N,80.49008 W,"24° 55' 41.59"" N","80° 29' 24.29"" W",Reef
Platform Margin Reef,24.93543 N,80.4799 W,"24° 56' 7.55"" N","80° 28' 47.64"" W",Reef
Platform Margin Reef,24.93728 N,80.47308 W,"24° 56' 14.21"" N","80° 28' 23.09"" W",Reef
Platform Margin Reef,24.94099 N,80.49454 W,"24° 56' 27.56"" N","80° 29' 40.34"" W",Reef
Platform Margin Reef,24.94439 N,80.48499 W,"24° 56' 39.8"" N","80° 29' 5.96"" W",Reef
Platform Margin Reef,24.95256 N,80.48815 W,"24° 57' 9.22"" N","80° 29' 17.34"" W",Reef
Platform Margin Reef,24.9566 N,80.47058 W,"24° 57' 23.76"" N","80° 28' 14.09"" W",Reef
Platform Margin Reef,24.96208 N,80.44246 W,"24° 57' 43.49"" N","80° 26' 32.86"" W",Reef
Platform Margin Reef,24.97581 N,80.45213 W,"24° 58' 32.92"" N","80° 27' 7.67"" W",Reef
Platform Margin Reef,24.97929 N,80.46009 W,"24° 58' 45.44"" N","80° 27' 36.32"" W",Reef
Platform Margin Reef,25.00141 N,80.40355 W,"25° 0' 5.08"" N","80° 24' 12.78"" W",Reef
Platform Margin Reef,25.00962 N,80.39412 W,"25° 0' 34.63"" N","80° 23' 38.83"" W",Reef
Platform Margin Reef,25.04897 N,80.35135 W,"25° 2' 56.29"" N","80° 21' 4.86"" W",Reef
Platform Margin Reef,25.06455 N,80.3316 W,"25° 3' 52.38"" N","80° 19' 53.76"" W",Reef
Platform Margin Reef,25.0798 N,80.33112 W,"25° 4' 47.28"" N","80° 19' 52.03"" W",Reef
Platform Margin Reef,25.08496 N,80.32595 W,"25° 5' 5.86"" N","80° 19' 33.42"" W",Reef
Platform Margin Reef,25.08844 N,80.32313 W,"25° 5' 18.38"" N","80° 19' 23.27"" W",Reef
Platform Margin Reef,25.09247 N,80.31384 W,"25° 5' 32.89"" N","80° 18' 49.82"" W",Reef
Platform Margin Reef,25.09668 N,80.32402 W,"25° 5' 48.05"" N","80° 19' 26.47"" W",Reef
Platform Margin Reef,25.09846 N,80.3138 W,"25° 5' 54.46"" N","80° 18' 49.68"" W",Reef
Platform Margin Reef,25.10143 N,80.31192 W,"25° 6' 5.15"" N","80° 18' 42.91"" W",Reef
Platform Margin Reef,25.10135 N,80.32735 W,"25° 6' 4.86"" N","80° 19' 38.46"" W",Reef
Platform Margin Reef,25.11242 N,80.31009 W,"25° 6' 44.71"" N","80° 18' 36.32"" W",Reef
Platform Margin Reef,25.11718 N,80.30713 W,"25° 7' 1.85"" N","80° 18' 25.67"" W",Reef
Platform Margin Reef,25.1247 N,80.28387 W,"25° 7' 28.92"" N","80° 17' 1.93"" W",Reef
Platform Margin Reef,25.13927 N,80.29514 W,"25° 8' 21.37"" N","80° 17' 42.5"" W",Reef
Platform Margin Reef,25.15503 N,80.26 W,"25° 9' 18.11"" N","80° 15' 36.0"" W",Reef
Platform Margin Reef,25.16294 N,80.26077 W,"25° 9' 46.58"" N","80° 15' 38.77"" W",Reef
Platform Margin Reef,25.17078 N,80.25259 W,"25° 10' 14.81"" N","80° 15' 9.32"" W",Reef
Platform Margin Reef,25.19175 N,80.23717 W,"25° 11' 30.3"" N","80° 14' 13.81"" W",Reef
Platform Margin Reef,25.19477 N,80.23864 W,"25° 11' 41.17"" N","80° 14' 19.1"" W",Reef
Platform Margin Reef,25.20209 N,80.23248 W,"25° 12' 7.52"" N","80° 13' 56.93"" W",Reef
Platform Margin Reef,25.20719 N,80.22711 W,"25° 12' 25.88"" N","80° 13' 37.6"" W",Reef
Platform Margin Reef,25.21306 N,80.22666 W,"25° 12' 47.02"" N","80° 13' 35.98"" W",Reef
Platform Margin Reef,25.21456 N,80.21817 W,"25° 12' 52.42"" N","80° 13' 5.41"" W",Reef
Platform Margin Reef,25.21726 N,80.21667 W,"25° 13' 2.14"" N","80° 13' 0.01"" W",Reef
Platform Margin Reef,25.22037 N,80.216 W,"25° 13' 13.33"" N","80° 12' 57.6"" W",Reef
Platform Margin Reef,25.22656 N,80.21142 W,"25° 13' 35.62"" N","80° 12' 41.11"" W",Reef
Platform Margin Reef,25.23366 N,80.22472 W,"25° 14' 1.18"" N","80° 13' 28.99"" W",Reef
Platform Margin Reef,25.23585 N,80.2087 W,"25° 14' 9.06"" N","80° 12' 31.32"" W",Reef
Platform Margin Reef,25.24252 N,80.21214 W,"25° 14' 33.07"" N","80° 12' 43.7"" W",Reef
Platform Margin Reef,25.24592 N,80.21455 W,"25° 14' 45.31"" N","80° 12' 52.38"" W",Reef
Platform Margin Reef,25.24872 N,80.22089 W,"25° 14' 55.39"" N","80° 13' 15.2"" W",Reef
Platform Margin Reef,25.25869 N,80.19823 W,"25° 15' 31.28"" N","80° 11' 53.63"" W",Reef
Platform Margin Reef,25.26128 N,80.19285 W,"25° 15' 40.61"" N","80° 11' 34.26"" W",Reef
Platform Margin Reef,25.26415 N,80.19888 W,"25° 15' 50.94"" N","80° 11' 55.97"" W",Reef
Platform Margin Reef,25.26525 N,80.19418 W,"25° 15' 54.9"" N","80° 11' 39.05"" W",Reef
Platform Margin Reef,25.26809 N,80.19152 W,"25° 16' 5.12"" N","80° 11' 29.47"" W",Reef
Platform Margin Reef,25.26938 N,80.1944 W,"25° 16' 9.77"" N","80° 11' 39.84"" W",Reef
Platform Margin Reef,25.27191 N,80.19869 W,"25° 16' 18.88"" N","80° 11' 55.28"" W",Reef
Platform Margin Reef,25.27931 N,80.1895 W,"25° 16' 45.52"" N","80° 11' 22.2"" W",Reef
Platform Margin Reef,25.28409 N,80.18591 W,"25° 17' 2.72"" N","80° 11' 9.28"" W",Reef
Platform Margin Reef,25.29648 N,80.17366 W,"25° 17' 47.33"" N","80° 10' 25.18"" W",Reef
Platform Margin Reef,25.30245 N,80.17008 W,"25° 18' 8.82"" N","80° 10' 12.29"" W",Reef
Platform Margin Reef,25.31154 N,80.1858 W,"25° 18' 41.54"" N","80° 11' 8.88"" W",Reef
Platform Margin Reef,25.32574 N,80.16133 W,"25° 19' 32.66"" N","80° 9' 40.79"" W",Reef
Platform Margin Reef,25.33093 N,80.16404 W,"25° 19' 51.35"" N","80° 9' 50.54"" W",Reef
Platform Margin Reef,25.33494 N,80.16365 W,"25° 20' 5.78"" N","80° 9' 49.14"" W",Reef
Platform Margin Reef,25.3386 N,80.16677 W,"25° 20' 18.96"" N","80° 10' 0.37"" W",Reef
Platform Margin Reef,25.3515 N,80.15364 W,"25° 21' 5.4"" N","80° 9' 13.1"" W",Reef
Platform Margin Reef,25.35327 N,80.16848 W,"25° 21' 11.77"" N","80° 10' 6.53"" W",Reef
Platform Margin Reef,25.36436 N,80.14752 W,"25° 21' 51.7"" N","80° 8' 51.07"" W",Reef
Platform Margin Reef,24.95225 N,80.45207 W,"24° 57' 8.1"" N","80° 27' 7.45"" W",Reef
Platform Margin Reef,25.46265 N,80.12704 W,"25° 27' 45.54"" N","80° 7' 37.34"" W",Reef
Platform Margin Reef,25.46637 N,80.12542 W,"25° 27' 58.93"" N","80° 7' 31.51"" W",Reef
Platform Margin Reef,25.46808 N,80.12232 W,"25° 28' 5.09"" N","80° 7' 20.35"" W",Reef
Platform Margin Reef,25.46875 N,80.11829 W,"25° 28' 7.5"" N","80° 7' 5.84"" W",Reef
Platform Margin Reef,25.4832 N,80.12225 W,"25° 28' 59.52"" N","80° 7' 20.1"" W",Reef
Platform Margin Reef,25.50848 N,80.10995 W,"25° 30' 30.53"" N","80° 6' 35.82"" W",Reef
Platform Margin Reef,25.51132 N,80.10932 W,"25° 30' 40.75"" N","80° 6' 33.55"" W",Reef
Platform Margin Reef,25.50479 N,80.11571 W,"25° 30' 17.24"" N","80° 6' 56.56"" W",Reef
Platform Margin Reef,25.5424 N,80.09767 W,"25° 32' 32.64"" N","80° 5' 51.61"" W",Reef
Platform Margin Reef,25.53341 N,80.11398 W,"25° 32' 0.28"" N","80° 6' 50.33"" W",Reef
Platform Margin Reef,25.55125 N,80.09707 W,"25° 33' 4.5"" N","80° 5' 49.45"" W",Reef
Platform Margin Reef,25.55688 N,80.09665 W,"25° 33' 24.77"" N","80° 5' 47.94"" W",Reef
Platform Margin Reef,25.56037 N,80.1078 W,"25° 33' 37.33"" N","80° 6' 28.08"" W",Reef
Platform Margin Reef,25.56411 N,80.11507 W,"25° 33' 50.8"" N","80° 6' 54.25"" W",Reef
Platform Margin Reef,25.56804 N,80.11639 W,"25° 34' 4.94"" N","80° 6' 59.0"" W",Reef
Platform Margin Reef,25.57499 N,80.10585 W,"25° 34' 29.96"" N","80° 6' 21.06"" W",Reef
Platform Margin Reef,25.57341 N,80.10165 W,"25° 34' 24.28"" N","80° 6' 5.94"" W",Reef
Platform Margin Reef,25.57995 N,80.1014 W,"25° 34' 47.82"" N","80° 6' 5.04"" W",Reef
Platform Margin Reef,25.57957 N,80.09771 W,"25° 34' 46.45"" N","80° 5' 51.76"" W",Reef
Platform Margin Reef,25.66838 N,80.09498 W,"25° 40' 6.17"" N","80° 5' 41.93"" W",Reef
Platform Margin Reef,25.67442 N,80.09454 W,"25° 40' 27.91"" N","80° 5' 40.34"" W",Reef
Platform Margin Reef,25.68704 N,80.10047 W,"25° 41' 13.34"" N","80° 6' 1.69"" W",Reef
Platform Margin Reef,25.70175 N,80.10162 W,"25° 42' 6.3"" N","80° 6' 5.83"" W",Reef
Platform Margin Reef,25.70776 N,80.09815 W,"25° 42' 27.94"" N","80° 5' 53.34"" W",Reef
Platform Margin Reef,25.6899 N,80.09871 W,"25° 41' 23.64"" N","80° 5' 55.36"" W",Reef
Platform Margin Reef,25.71192 N,80.09828 W,"25° 42' 42.91"" N","80° 5' 53.81"" W",Reef
Platform Pilings,30.07495 N,90.28953 W,"30° 4' 29.82"" N","90° 17' 22.31"" W",Platform
Plum Hump,41.18255 N,72.24045 W,"41° 10' 57.18"" N","72° 14' 25.62"" W",Hump
Plum Island Rock,41.17501 N,72.17838 W,"41° 10' 30.04"" N","72° 10' 42.17"" W",Rock
Plum Rock,41.17926 N,72.1747 W,"41° 10' 45.34"" N","72° 10' 28.92"" W",Rock
PM Site Banana And Pogey Boats,30.33632 N,81.1859 W,"30° 20' 10.75"" N","81° 11' 9.24"" W",Wreck
PM Site Lindens Car Bodies,30.331 N,81.1855 W,"30° 19' 51.6"" N","81° 11' 7.8"" W",Structure
PM Site North Barge,30.33749 N,81.18583 W,"30° 20' 14.96"" N","81° 11' 8.99"" W",Reef
Pollock Rock,43.1137 N,70.4907 W,"43° 6' 49.32"" N","70° 29' 26.52"" W",Rock
Pollys Rocky Road,28.14733 N,83.02078 W,"28° 8' 50.39"" N","83° 1' 14.81"" W",Rock
POM Mitigation Modules,25.77147 N,80.10512 W,"25° 46' 17.29"" N","80° 6' 18.43"" W",Structure
Pompano 3 RD Reef Ridge,26.22767 N,80.0695 W,"26° 13' 39.61"" N","80° 4' 10.2"" W",Reef
Pompano Ledge,26.18417 N,80.08483 W,"26° 11' 3.01"" N","80° 5' 5.39"" W",Ledge
Pompano Ledge Moorings,26.2189 N,80.08363 W,"26° 13' 8.04"" N","80° 5' 1.07"" W",Ledge
Ponte Vedra Good Spot Ledge,30.20017 N,81.16117 W,"30° 12' 0.61"" N","81° 9' 40.21"" W",Ledge
Poormans Canyon,37.87007 N,74.087 W,"37° 52' 12.25"" N","74° 5' 13.2"" W",Canyon
Poormans Hump,37.85218 N,74.097 W,"37° 51' 7.85"" N","74° 5' 49.2"" W",Hump
Poormans Tip,37.87333 N,74.10833 W,"37° 52' 23.99"" N","74° 6' 29.99"" W",Structure
POP Warner Reef,29.93983 N,81.09183 W,"29° 56' 23.39"" N","81° 5' 30.59"" W",Reef
Poquoson Reef,37.21833 N,76.34389 W,"37° 13' 5.99"" N","76° 20' 38.0"" W",Reef
Port Aransas Reef,27.75437 N,96.94667 W,"27° 45' 15.73"" N","96° 56' 48.01"" W",Reef
Port Authority Reef,29.01917 N,80.6885 W,"29° 1' 9.01"" N","80° 41' 18.6"" W",Reef
Port Authority Reef,28.92067 N,80.71017 W,"28° 55' 14.41"" N","80° 42' 36.61"" W",Reef
Port Authority Reef,29.16967 N,80.693 W,"29° 10' 10.81"" N","80° 41' 34.8"" W",Reef
Port Authority Site,28.50636 N,80.22206 W,"28° 30' 22.9"" N","80° 13' 19.42"" W",Structure
Port Everglades Reef,26.06268 N,80.10575 W,"26° 3' 45.65"" N","80° 6' 20.7"" W",Reef
Port Everglades Reef,26.1103 N,80.06472 W,"26° 6' 37.08"" N","80° 3' 52.99"" W",Reef
Port Everglades Reef,26.1053 N,80.066 W,"26° 6' 19.08"" N","80° 3' 57.6"" W",Reef
Port Everglades Reef,26.09768 N,80.09718 W,"26° 5' 51.65"" N","80° 5' 49.85"" W",Reef
Port Everglades Reef,26.11512 N,80.07693 W,"26° 6' 54.43"" N","80° 4' 36.95"" W",Reef
Port Everglades Reef,26.11267 N,80.06733 W,"26° 6' 45.61"" N","80° 4' 2.39"" W",Reef
Port Isabel/SO Padre Isalnd Reef SO Padr,26.9695 N,97.06667 W,"26° 58' 10.2"" N","97° 4' 0.01"" W",Reef
Port Manatee Reef,27.66317 N,82.579 W,"27° 39' 47.41"" N","82° 34' 44.4"" W",Reef
Port Manatee Site,27.66229 N,82.57905 W,"27° 39' 44.24"" N","82° 34' 44.58"" W",Structure
Port Mansfield Liberty Ship Reef SO Padre,26.425 N,97.025 W,"26° 25' 30.0"" N","97° 1' 30.0"" W",Reef
Port Mansfield Liberty Ship Reef,26.42498 N,97.02095 W,"26° 25' 29.93"" N","97° 1' 15.42"" W",Reef
Port Mansfield Liberty Ship Reef,26.42973 N,97.02413 W,"26° 25' 47.03"" N","97° 1' 26.87"" W",Reef
Port Mansfield Liberty Ship Reef,26.42782 N,97.02658 W,"26° 25' 40.15"" N","97° 1' 35.69"" W",Reef
Port Mansfield Reef,26.52558 N,97.15357 W,"26° 31' 32.09"" N","97° 9' 12.85"" W",Reef
Port Of Miami Gabion Baskets,25.76998 N,80.10608 W,"25° 46' 11.93"" N","80° 6' 21.89"" W",Structure
Port Orange Hole,29.1781 N,80.21372 W,"29° 10' 41.16"" N","80° 12' 49.39"" W",Hole
Port Saint Joe C Of C Reef,29.83533 N,85.49467 W,"29° 50' 7.19"" N","85° 29' 40.81"" W",Reef
Porta Allegra Wreck,33.85467 N,76.96433 W,"33° 51' 16.81"" N","76° 57' 51.59"" W",Wreck
Portsmouth Hump,34.80693 N,75.55006 W,"34° 48' 24.95"" N","75° 33' 0.22"" W",Hump
Portsmouth Ledge,34.57942 N,75.77315 W,"34° 34' 45.91"" N","75° 46' 23.34"" W",Ledge
Portsmouth Ledge,34.6021 N,75.74817 W,"34° 36' 7.56"" N","75° 44' 53.41"" W",Ledge
Portsmouth Ledge,34.62131 N,75.728 W,"34° 37' 16.72"" N","75° 43' 40.8"" W",Ledge
POS Ledge,26.7756 N,82.88571 W,"26° 46' 32.16"" N","82° 53' 8.56"" W",Ledge
Potato Ledge NOL,44.17605 N,68.55057 W,"44° 10' 33.78"" N","68° 33' 2.05"" W",Ledge
Pothole,29.7551 N,80.45723 W,"29° 45' 18.36"" N","80° 27' 26.03"" W",Hole
Pourtales Escarpment,24.25 N,81.75 W,"24° 15' 0.0"" N","81° 45' 0.0"" W",Structure
Pourtales Escarpment,24.25 N,81.08332 W,"24° 15' 0.0"" N","81° 4' 59.95"" W",Structure
Poveromo Canyon,25.95833 N,79.74167 W,"25° 57' 29.99"" N","79° 44' 30.01"" W",Canyon
Powell Barge,26.13146 N,80.05741 W,"26° 7' 53.26"" N","80° 3' 26.68"" W",Reef
Power Plant Wreck,27.35332 N,80.2275 W,"27° 21' 11.95"" N","80° 13' 39.0"" W",Wreck
Power Pole Reef,26.68262 N,82.3745 W,"26° 40' 57.43"" N","82° 22' 28.2"" W",Reef
Powers,27.31448 N,82.57153 W,"27° 18' 52.13"" N","82° 34' 17.51"" W",Structure
PRE Big Rock Report FOR Hatteras,34.69807 N,75.57348 W,"34° 41' 53.05"" N","75° 34' 24.53"" W",Rock
Preparation H Ledge,28.18233 N,83.22498 W,"28° 10' 56.39"" N","83° 13' 29.93"" W",Reef
Prewitt Tugboat,30.06145 N,86.30714 W,"30° 3' 41.22"" N","86° 18' 25.7"" W",Wreck
Princess Anne,26.7936 N,80.00383 W,"26° 47' 36.96"" N","80° 0' 13.79"" W",Structure
Princess Britney,25.70048 N,80.08683 W,"25° 42' 1.73"" N","80° 5' 12.59"" W",Structure
Progress Energy Reef,29.78575 N,85.70048 W,"29° 47' 8.7"" N","85° 42' 1.73"" W",Reef
Proteus,34.7653 N,75.7835 W,"34° 45' 55.08"" N","75° 47' 0.6"" W",Structure
Proteus Wreck,25.70482 N,80.08718 W,"25° 42' 17.35"" N","80° 5' 13.85"" W",Wreck
Pulpit Rock,41.28731 N,71.99622 W,"41° 17' 14.32"" N","71° 59' 46.39"" W",Rock
Puppy Hole,37.95723 N,75.93265 W,"37° 57' 26.03"" N","75° 55' 57.54"" W",Hole
Pups Rock,34.38148 N,76.84436 W,"34° 22' 53.33"" N","76° 50' 39.7"" W",Rock
Purnells Reef,38.35 N,75.05832 W,"38° 21' 0.0"" N","75° 3' 29.95"" W",Reef
Push Button Hole,27.19583 N,79.968 W,"27° 11' 44.99"" N","79° 58' 4.8"" W",Hole
Push Button Hole,27.17397 N,79.96255 W,"27° 10' 26.29"" N","79° 57' 45.18"" W",Hole
PV Site,30.20533 N,81.14566 W,"30° 12' 19.19"" N","81° 8' 44.38"" W",Structure
PV Site Navy,30.20617 N,81.16383 W,"30° 12' 22.21"" N","81° 9' 49.79"" W",Structure
PVC Modules BY Arcoa,30.15982 N,87.23513 W,"30° 9' 35.35"" N","87° 14' 6.47"" W",Reef
PVC Modules BY Arcoa,30.16966 N,87.23135 W,"30° 10' 10.78"" N","87° 13' 52.86"" W",Reef
Pygmy Canyon,26.50514 N,78.6155 W,"26° 30' 18.5"" N","78° 36' 55.8"" W",Canyon
Qualman Barge,26.29961 N,80.06181 W,"26° 17' 58.6"" N","80° 3' 42.52"" W",Reef
Qualmann Barge,26.11763 N,80.05561 W,"26° 7' 3.47"" N","80° 3' 20.2"" W",Reef
Quarantine Rocks,42.30862 N,70.96462 W,"42° 18' 31.03"" N","70° 57' 52.63"" W",Reef
Queens Rock,34.13043 N,77.65821 W,"34° 7' 49.55"" N","77° 39' 29.56"" W",Rock
R 2 Rock,34.6192 N,76.56243 W,"34° 37' 9.12"" N","76° 33' 44.75"" W",Rock
R Tower,25.79983 N,82.2145 W,"25° 47' 59.39"" N","82° 12' 52.2"" W",Tower
R/V Dolphin,30.12723 N,86.40218 W,"30° 7' 38.03"" N","86° 24' 7.85"" W",Structure
R/V Manta,30.14383 N,86.6532 W,"30° 8' 37.79"" N","86° 39' 11.52"" W",Structure
R 083002,30.05261 N,87.19399 W,"30° 3' 9.4"" N","87° 11' 38.36"" W",Structure
R 083003,30.05731 N,87.18708 W,"30° 3' 26.32"" N","87° 11' 13.49"" W",Structure
R 083004,30.05283 N,87.18753 W,"30° 3' 10.19"" N","87° 11' 15.11"" W",Structure
R 083005,30.04946 N,87.18731 W,"30° 2' 58.06"" N","87° 11' 14.32"" W",Structure
R 083006,30.04529 N,87.18755 W,"30° 2' 43.04"" N","87° 11' 15.18"" W",Structure
R 083007,30.05588 N,87.18265 W,"30° 3' 21.17"" N","87° 10' 57.54"" W",Structure
R 083008,30.05109 N,87.18303 W,"30° 3' 3.92"" N","87° 10' 58.91"" W",Structure
R 083009,30.04706 N,87.18436 W,"30° 2' 49.42"" N","87° 11' 3.7"" W",Structure
R 083010,30.04283 N,87.18351 W,"30° 2' 34.19"" N","87° 11' 0.64"" W",Structure
R 083011,30.04939 N,87.1799 W,"30° 2' 57.8"" N","87° 10' 47.64"" W",Structure
R 083012,30.04604 N,87.17825 W,"30° 2' 45.74"" N","87° 10' 41.7"" W",Structure
R 083013,30.04321 N,87.17948 W,"30° 2' 35.56"" N","87° 10' 46.13"" W",Structure
R 083014,30.06058 N,87.17525 W,"30° 3' 38.09"" N","87° 10' 30.9"" W",Structure
R 083015,30.05574 N,87.17583 W,"30° 3' 20.66"" N","87° 10' 32.99"" W",Structure
R 083016,30.05109 N,87.17576 W,"30° 3' 3.92"" N","87° 10' 32.74"" W",Structure
R 083017,30.04823 N,87.1749 W,"30° 2' 53.63"" N","87° 10' 29.64"" W",Structure
R 083018,30.04356 N,87.1754 W,"30° 2' 36.82"" N","87° 10' 31.44"" W",Structure
R 083019,30.06068 N,87.1703 W,"30° 3' 38.45"" N","87° 10' 13.08"" W",Structure
R 10 Green I Ledge,43.76683 N,70.08798 W,"43° 46' 0.59"" N","70° 5' 16.73"" W",Ledge
R 10 Harding Ledge,43.84773 N,69.68741 W,"43° 50' 51.83"" N","69° 41' 14.68"" W",Reef
R 12 Haskell Ledge,44.16572 N,68.60771 W,"44° 9' 56.59"" N","68° 36' 27.76"" W",Ledge
R 2 Grays Rock,42.52097 N,70.83374 W,"42° 31' 15.49"" N","70° 50' 1.46"" W",Rock
R 2 Newcomb Ledge,42.50773 N,70.76009 W,"42° 30' 27.83"" N","70° 45' 36.32"" W",Ledge
R 2 Rockport Brkw,42.66711 N,70.58718 W,"42° 40' 1.6"" N","70° 35' 13.85"" W",Rock
R 6 Boston Ledge,42.33458 N,70.86341 W,"42° 20' 4.49"" N","70° 51' 48.28"" W",Ledge
R 6 Gales Ledge,42.5468 N,70.76465 W,"42° 32' 48.48"" N","70° 45' 52.74"" W",Ledge
R 6 Snow Rock,41.63703 N,70.79038 W,"41° 38' 13.31"" N","70° 47' 25.37"" W",Rock
R 6 Whaleboat Ledge,43.75027 N,70.0747 W,"43° 45' 0.97"" N","70° 4' 28.92"" W",Wreck
R 8 Butler Hole E,41.54455 N,69.98132 W,"41° 32' 40.38"" N","69° 58' 52.75"" W",Hole
R 8 Mayflower Ledge,42.60083 N,70.66869 W,"42° 36' 2.99"" N","70° 40' 7.28"" W",Ledge
R 8 Stave I Ledge,43.72501 N,70.07913 W,"43° 43' 30.04"" N","70° 4' 44.87"" W",Ledge
Rabbit Rocks,25.52586 N,79.27606 W,"25° 31' 33.1"" N","79° 16' 33.82"" W",Rock
Rabbits Lair Wood Wreck,30.52183 N,81.17433 W,"30° 31' 18.59"" N","81° 10' 27.59"" W",Wreck
Race Rock,41.2434 N,72.05135 W,"41° 14' 36.24"" N","72° 3' 4.86"" W",Rock
Race Rock,41.24314 N,72.04741 W,"41° 14' 35.3"" N","72° 2' 50.68"" W",Rock
Race Rock Light,41.24652 N,72.05292 W,"41° 14' 47.47"" N","72° 3' 10.51"" W",Rock
Race Rocks,41.23938 N,72.05025 W,"41° 14' 21.77"" N","72° 3' 0.9"" W",Rock
Racoon Reef,30.38783 N,81.084 W,"30° 23' 16.19"" N","81° 5' 2.4"" W",Reef
Raffields Reef,29.91707 N,85.8128 W,"29° 55' 1.45"" N","85° 48' 46.08"" W",Reef
Ragged Ledge,42.56767 N,70.70895 W,"42° 34' 3.61"" N","70° 42' 32.22"" W",Ledge
Railcar Reef At 8 A,37.83512 N,75.24785 W,"37° 50' 6.43"" N","75° 14' 52.26"" W",Structure
Railcar Reef At 8 A,37.83957 N,75.24785 W,"37° 50' 22.45"" N","75° 14' 52.26"" W",Structure
Railroad Barge,25.5507 N,80.08588 W,"25° 33' 2.52"" N","80° 5' 9.17"" W",Reef
Rainbow Reef,25.74677 N,79.29523 W,"25° 44' 48.37"" N","79° 17' 42.83"" W",Reef
Ralphs Black Hole,40.54248 N,71.99091 W,"40° 32' 32.93"" N","71° 59' 27.28"" W",Hole
RAM Island Ledge LT,43.62906 N,70.18701 W,"43° 37' 44.62"" N","70° 11' 13.24"" W",Ledge
RAM Island Ledge,43.46572 N,70.34493 W,"43° 27' 56.59"" N","70° 20' 41.75"" W",Ledge
RAM Reef,41.30568 N,71.97498 W,"41° 18' 20.45"" N","71° 58' 29.93"" W",Reef
Ramseys Ledge,34.48007 N,75.71827 W,"34° 28' 48.25"" N","75° 43' 5.77"" W",Ledge
Randy Hopper Reef,30.03568 N,87.6044 W,"30° 2' 8.45"" N","87° 36' 15.84"" W",Reef
Randys Rocks,27.56867 N,82.84558 W,"27° 34' 7.21"" N","82° 50' 44.09"" W",Rock
Randys Rocks,28.86728 N,83.15998 W,"28° 52' 2.21"" N","83° 9' 35.93"" W",Rock
Randys Rocks,27.12143 N,82.75392 W,"27° 7' 17.15"" N","82° 45' 14.11"" W",Rock
Ranger,40.58822 N,71.78945 W,"40° 35' 17.59"" N","71° 47' 22.02"" W",Structure
Ranger Wreck,40.17001 N,73.83508 W,"40° 10' 12.04"" N","73° 50' 6.29"" W",Wreck
Rankin Wreck 550 Ship,27.19075 N,80.01465 W,"27° 11' 26.7"" N","80° 0' 52.74"" W",Wreck
Rankin Wreck Bow,27.1894 N,80.01422 W,"27° 11' 21.84"" N","80° 0' 51.19"" W",Wreck
Ranzells Rock,27.04083 N,96.70535 W,"27° 2' 26.99"" N","96° 42' 19.26"" W",Rock
Rapa NUI,26.31678 N,80.062 W,"26° 19' 0.41"" N","80° 3' 43.2"" W",Structure
Rapid Rock,41.28786 N,72.10189 W,"41° 17' 16.3"" N","72° 6' 6.8"" W",Rock
Rapid Rock NR,41.28412 N,72.09617 W,"41° 17' 2.83"" N","72° 5' 46.21"" W",Rock
RAT Hole,30.18845 N,87.23888 W,"30° 11' 18.42"" N","87° 14' 19.97"" W",Hole
Ratican,26.94683 N,79.99378 W,"26° 56' 48.59"" N","79° 59' 37.61"" W",Structure
RAY Hole Submerged Spring,29.7525 N,84.03717 W,"29° 45' 9.0"" N","84° 2' 13.81"" W",Hole
RAY Jones Reef,30.08933 N,87.1755 W,"30° 5' 21.59"" N","87° 10' 31.8"" W",Reef
Raychel,25.8202 N,80.07938 W,"25° 49' 12.72"" N","80° 4' 45.77"" W",Structure
Raymond Rocks,41.0723 N,73.39919 W,"41° 4' 20.28"" N","73° 23' 57.08"" W",Rock
Raynes Rock,43.1018 N,70.6495 W,"43° 6' 6.48"" N","70° 38' 58.2"" W",Rock
Rays Edge Hole,30.06667 N,86.975 W,"30° 4' 0.01"" N","86° 58' 30.0"" W",Hole
Rebeccas Hump,26.99794 N,79.91267 W,"26° 59' 52.58"" N","79° 54' 45.61"" W",Hump
Rebel Reef,26.17148 N,80.07317 W,"26° 10' 17.33"" N","80° 4' 23.41"" W",Reef
Rebel Reef,29.10967 N,80.63333 W,"29° 6' 34.81"" N","80° 37' 59.99"" W",Reef
Red And White Reef,33.4 N,77.25 W,"33° 24' 0.0"" N","77° 15' 0.0"" W",Reef
Red Bluff Reef,29.60983 N,94.9685 W,"29° 36' 35.39"" N","94° 58' 6.6"" W",Reef
Red Bluff Reef,29.5882 N,94.95443 W,"29° 35' 17.52"" N","94° 57' 15.95"" W",Reef
Red Church Hump,40.2783 N,73.96725 W,"40° 16' 41.88"" N","73° 58' 2.1"" W",Hump
Red Fish Pass Reef 2 Reef Lee County FL,26.56089 N,82.24125 W,"26° 33' 39.2"" N","82° 14' 28.5"" W",Reef
